# Potential applied (V)	Current (A)
-0.111846924	0.004832153
-0.11138916	0.004828491
-0.110931396	0.004846497
-0.110473633	0.004863892
-0.110015869	0.004873962
-0.109558105	0.004885254
-0.109100342	0.004897766
-0.108642578	0.004887695
-0.108184814	0.004917603
-0.107727051	0.004932251
-0.107269287	0.004942017
-0.106811523	0.00495575
-0.10635376	0.0049646
-0.105895996	0.004974365
-0.105438232	0.004978333
-0.104980469	0.004998779
-0.104522705	0.005010986
-0.104064941	0.005026245
-0.103607178	0.005032349
-0.103149414	0.005044556
-0.10269165	0.005050659
-0.102233887	0.00506897
-0.101776123	0.004953613
-0.101318359	0.005093384
-0.100860596	0.005105591
-0.100402832	0.005114746
-0.099945068	0.005117798
-0.099487305	0.00513916
-0.099029541	0.005148315
-0.098571777	0.005145264
-0.098114014	0.005172729
-0.09765625	0.005181885
-0.097198486	0.005194092
-0.096740723	0.005203247
-0.096282959	0.005215454
-0.095825195	0.005230713
-0.095367432	0.005239868
-0.094909668	0.005233765
-0.094451904	0.005249023
-0.093994141	0.005270386
-0.093536377	0.005285645
-0.093078613	0.005276489
-0.09262085	0.005300903
-0.092163086	0.005319214
-0.091705322	0.005325317
-0.091247559	0.005337524
-0.090789795	0.005343628
-0.090332031	0.00536499
-0.089874268	0.005377197
-0.089416504	0.005383301
-0.08895874	0.00539856
-0.088500977	0.005407715
-0.088043213	0.005422974
-0.087585449	0.005404663
-0.087127686	0.005441284
-0.086669922	0.005447388
-0.086212158	0.005462646
-0.085754395	0.005477905
-0.085296631	0.005480957
-0.084838867	0.005499268
-0.084381104	0.005508423
-0.08392334	0.005517578
-0.083465576	0.005532837
-0.083007813	0.005545044
-0.082550049	0.005548096
-0.082092285	0.005563354
-0.081634521	0.00557251
-0.081176758	0.005587769
-0.080718994	0.005581665
-0.08026123	0.005603027
-0.079803467	0.005618286
-0.079345703	0.005627441
-0.078887939	0.0056427
-0.078430176	0.005657959
-0.077972412	0.005661011
-0.077514648	0.005679321
-0.077056885	0.005691528
-0.076599121	0.005679321
-0.076141357	0.005709839
-0.075683594	0.005712891
-0.07522583	0.005734253
-0.074768066	0.005722046
-0.074310303	0.00574646
-0.073852539	0.005764771
-0.073394775	0.005749512
-0.072937012	0.005783081
-0.073394775	0.005780029
-0.073852539	0.005773926
-0.074310303	0.005770874
-0.074768066	0.005758667
-0.07522583	0.005761719
-0.075683594	0.005755615
-0.076141357	0.005752563
-0.076599121	0.005740356
-0.077056885	0.005740356
-0.077514648	0.005712891
-0.077972412	0.005728149
-0.078430176	0.005712891
-0.078887939	0.005715942
-0.079345703	0.005688477
-0.079803467	0.005700684
-0.08026123	0.005697632
-0.080718994	0.005691528
-0.081176758	0.005679321
-0.081634521	0.005679321
-0.082092285	0.00567627
-0.082550049	0.005566406
-0.083007813	0.005664063
-0.083465576	0.005654907
